#;Материал;Дата включения (указывается с 01.01.2017)
1426;"Информационный материал – так называемая лекция И.И.Хамидуллина, идеолога религиозного объединения «Ат-такфир Валь-хиджра», – звуковой файл в формате mp3, находящийся на компакт-диске CD-R, Verbatim, 52х700 mb, с номером матрицы на центрирующем кольце 4335106RD04221, под названием «Лекция 6», длительностью 31 минута 59 секунд (решение Вахитовского районного суда города Казани Республики Татарстан от 12.04.2012);";
1427;"Интернет-ресурс (сайт) http:/czeczenia-rus.blog.onet.pl/ - «Serwis Emiratu Kaukaskiego» (Сервис Имарат Кавказ) (решение Усть-Куломского районного суда Республики Коми от 27.06.2012);";
1428;"Интернет-ресурс (сайт): http://vdagestan.com/ - «Официальный сайт Вилайята Дагестан» (решение Интинского городского суда Республики Коми от 19.06.2012);";
1429;"видеофайл формата mp4 «Русские националисты..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 10.04.2012);";
1430;"видеофайл формата mp4 «Русские Скины..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 10.04.2012);";
1431;"видеофайл формата mp4 «Русские парни против хачей РУССКИЕ СИЛА..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 10.04.2012);";
1432;"видеофайл формата mp4 «Русский Скинхед против толпы Хачей..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 10.04.2012);";
1433;"видеофайл формата mp4 «Русский очнись..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 10.04.2012);";
1434;"видеофайл формата mp4 «Скины..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 10.04.2012);";
1435;"видеофайл формата mp4 «Скинхед vs Азер.mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 10.04.2012);";
1436;"видеофайл формата mp4 «убили ни за что…за нацию Русски, я восхищаюсь его мужеством.mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 10.04.2012);";
1437;"видеофайл формата mp4 «СМЕРТЬ хачам.mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 10.04.2012);";
1438;"видеофайл формата mp4 «Дети сраных гор.mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1439;"видеофайл формата mp4 «Московские бритоголовые.mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1440;"видеофайл формата mp4 «SkinHead aka Jagdstaffel.mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1441;"видеофайл формата mp4 «Рабы, сосите пиво..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1442;"видеофайл формата mp4 «скин хед герл..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1443;"видеофайл формата mp4 «Германские скинхеды.. mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1444;"видеофайл формата mp4 «Mein Kampf.mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1445;"видеофайл формата mp4 «ПравыйМалый – Посвящение в скинхеды -)..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1446;"видеофайл формата mp4 «Драка в армии, Русские против хачей.mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1447;"видеофайл формата mp4 «Ребята русские..mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1448;"видеофайл формата mp4 «вот так нахуй.mp4», размещенный в сети Интернет на электронной странице http://vkontakte.ru/id4595303 (решение Ленинградского районного суда города Калининграда от 12.04.2012);";
1449;"Информационный материал – «Балкария для балкарцев … и Москва для них же, родимых», размещенный в глобальной телекоммуникационной сети Интернет на ресурсе (сайте), расположенном по электронному адресу: www.politklub.ru, опубликованный от имени зарегистрированного 23.03.2011 на данном сайте пользователя «Данила Согрина» (решение Нальчикского городского суда Кабардино-Балкарской Республики от 07.02.2012);";
1450;"Исключен;";
1451;"Видеозапись с текстовым сопровождением «Вся правда о русских! / АКАБ «Кибуц 69», размещенная на странице на имя «Elizabeth Takalachutzeka» в социальной сети интернет на сайте «В контакте» (решение Бердского городского суда Новосибирской области от 02.04.2012);";
1452;"Информационные материалы – газета «Пасха Третьего Рима» № 1073–1074, 2010 г. (решение Абаканского городского суда Республики Хакасия от 22.06.2012);";
1453;"Информационные материалы «Непокоримый Кавказ», размещенные на Интернет-ресурсе http://www muslim-ru.com/lib/nepokorimy_ kavkaz.doc. (решение Пролетарского районного суда города Ростова-на-Дону от 14.06.2012);";
1454;Интернет-ресурс (сайт): http://abror.info/ - «Информационное агентство Вилайята ГIалгIайче» (решение Интинского городского суда Республики Коми от 22.06.2012).;
1455;"Информационный материал – DVD диск с фильмом компании HUDAMEDIA лекция Халида Ясина «Чуждые» (решение Ленинского районного суда города Краснодара от 18.06.2012);";
1456;"Информационный материал – книгу Григория Климова «Божий народ» под общей редакцией В.Л. Миронова (решение Динского районного суда Краснодарского края от 04.05.2012 и апелляционное определение Краснодарского краевого суда от 07.08.2012);";
1457;"Статусы, размещенные пользователем «УМАР КБК» в информационно-телекоммуникационной сети Интернет на сайте «www.odnoklassniki.ru» (решение Нальчикского городского суда Кабардино-Балкарской Республики от 12.07.2012);";
1458;"Текстовые фрагменты, фотографии с текстами-комментариями и графические изображения с подписями, опубликованные в виде гипертекста, размещенные на странице социальной компьютерной сети «Вконтакте» http://vkontakte.ru/id81169264 (решение Кировского районного суда города Уфы Республики Башкортостан от 03.07.2012);";
1459;"Интернет сайт http://baboons.narod.ru (решение Ленинского районного суда города Саранска Республики Мордовия от 18.07.2012);";
1460;"Информационный материал под названием «Западло…» автор «Аслан Магомадов ИА «ХУНАФА»», размещенный в сети интернет на ресурсе «www.djamaattakbir.com» (решение Майского районного суда Кабардино-Балкарской Республики от 09.07.2012);";
1461;"Статьи «Подчинение мусульманина приказам Аллаха», опубликованные в выпусках газеты «МиякИнформ» № 34 (85) от 25 сентября 2010 года (стр. 3) и № 37 (88) от 16 октября 2010 года (стр. 3) (решение Миякинского районного суда Республики Башкортостан от 07.06.2012);";
1462;"Фотография № 59 в разделе «309 фотографий», выполненная в виде изображения отделенной от туловища головы мертвого мужчины и подписи под ним «Хороший кавказец мертвый кавказец», опубликованная в международной компьютерной сети «Интернет» на интернет-странице пользователя «Андрей Хворост» по электронному адресу: http://vk.com/hvorost_detka, созданной на сайте социальной интернет-сети «ВКонтакте» по электронному адресу: http://vk.com (решение Ленинского районного суда города Саранска Республики Мордовия от 17.07.2012);";
1463;"Книга ""Тайны управления человечеством или Тайны глобализации"" том 1, том 2 - автор Петров Константин Павлович, Москва, НОУ ""Академия управления"", 2008 (решение Заельцовского районного суда города Новосибирска от 04.05.2012);";
1464;"Тексты, размещенные Ивановым Кириллом Константиновичем 09.04.2009 года на персональной интернет-странице по адресу: http://www.vkontakte.ru/id17763900 в разделе «Стена» (решение Ленинского районного суда города Оренбурга от 09.07.2012); сообщения, размещенные Ивановым Кириллом Константиновичем 09.11.2009 года на персональной странице по адресу: http://www.vkontakte.ru/id17763900 в разделе «Статусы» (решение Ленинского районного суда города Оренбурга от 09.07.2012); тексты, размещенные Ивановым Кириллом Константиновичем 11.08.2010 года на персональной интернет-странице по адресу: http://my.mail.ru/mail/nazi1488orenburg в разделе «Статусы» (решение Ленинского районного суда города Оренбурга от 09.07.2012);";
1465;"Книга А.Н. Севостьянова «Россия для русских!» Третья сила: русский национализм на авансцене истории» под издательством «Книжный мир» (решение Майкопского районного суда Республики Адыгея от 26.07.2012);";
1466;"Видеоролик пропагандистского характера под названием «репер», размещенный в компьютерной сети «Интернет» на странице «Белый человек» (id160624519) на сайте «WWW.VKONTAKTE» (решение Когалымского городского суда Ханты-Мансийского автономного округа – Югры от 10.04.2012); видеоролик пропагандистского характера под названием «хач», размещенный в компьютерной сети «Интернет» на странице «Белый человек» (id160624519) на сайте «WWW.VKONTAKTE» (решение Когалымского городского суда Ханты-Мансийского автономного округа – Югры от 10.04.2012); видеоролик пропагандистского характера под названием «Лезгинка», размещенный в компьютерной сети «Интернет» на странице «Белый человек» (id160624519) на сайте «WWW.VKONTAKTE» (решение Когалымского городского суда Ханты-Мансийского автономного округа – Югры от 10.04.2012);";
1467;"Книга Николы Королева «Числа праведности» (решение Олонецкого районного суда Республики Карелия от 19.07.2012);";
1468;"Брошюра «Расовая гигиена и демографическая политика в национал-социалистической Германии (Биологические основы и их осмысленное применение для сохранения и приумножения нордической крови)» под издательством «Русская правда» - 2000» (решение Майкопского районного суда Республики Адыгея от 26.07.2012);";
1469;"Видеоматериал «Саид Абу Саад в прошлом Александр Тихомиров отвечает критикам» (решение Ленинского районного суда города Уфы Республики Башкортостан от 29.05.2012);";
1470;"Листовка «Последние пожелания Иванам» с текстом (решение Стерлитамакского городского суда Республики Башкортостан от 05.07.2012);";
1471;"Статья под названием «Айрат Дильмухаметов продолжает борьбу в сибирской тюрьме» (решение Орджоникидзевского районного суда города Уфы Республики Башкортостан от 19.06.2012); статья под заголовком «До последней капли крови!» (решение Орджоникидзевского районного суда города Уфы Республики Башкортостан от 19.06.2012); статья под названием «Обращение к башкирам и не только» (решение Орджоникидзевского районного суда города Уфы Республики Башкортостан от 19.06.2012);";
1472;"Видеоматериал «Саид Абу Саад (аль Бурятии)» (решение Ленинского районного суда города Уфы Республики Башкортостан от 29.05.2012 и определение Ленинского районного суда города Уфы Республики Башкортостан от 20.07.2012);";
1473;"Интернет-ресурс (сайт): http:/guraba.info/ - «Независимое информационно-аналитическое издание Вилаята Дагестан» (решение Интинского городского суда Республики Коми от 19.06.2012);";
1474;"Материал, размещенный на Интернет-ресурсе «Сопротивление» по электронному адресу: «http://soprotivlenie.marsho.net/doc/turkey.htm – «Обращение Амира Имарата Кавказ Доку Абу Усмана к народу и правительству Турции» (решение Интинского городского суда Республики Коми от 23.07.2012 и определение Интинского городского суда Республики Коми от 24.07.2012);";
1475;"Книга Кулиева Э.Р. «На пути к Корану» - «Абилов, Зейналов и сыновья», 2003 г.(решение Куйбышевского районного суда города Омска от 12.07.2012 и определение Куйбышевского районного суда города Омска от 10.08.2012);";
1476;"Интернет-ресурс (сайт): http://haamash.wordpress.com/ – «Новости Ичкерии. Чеченская Республика Ичкерия» (решение Интинского городского суда Республики Коми от 26.07.2012); Интернет-ресурс (сайт): http://jamagat.wordpress.com/ – «Сайт информационного агентства «Джамагъат» - ИА «Джамагъат» (решение Интинского городского суда Республики Коми от 26.07.2012);";
1477;"Книга Сейида Кутба «Будущее принадлежит исламу» (М. Издательство «Сантлада», 1993) (решение Красноярского районного суда Астраханской области от 28.08.2012);книга Абдуль Азиза Ар-Раййиса «Нарушение единобожия» (Издательский дом «Свет Ислама», 2008) (решение Красноярского районного суда Астраханской области от 28.08.2012);";
1478;"Книга «От Русичей к Россиянам», третье издание, автор Демин В.М., издательство ООО «Русская Правда», г. Москва, 2007 год (решение Центрального районного суда города Волгограда от 25.07.2012);";
1479;"Информационный ресурс http://www.radosvet.net, расположенный в глобальной сети Интернет и размещенные на нем материалы (решение Самарского районного суда города Самары от 18.07.2012);";
1480;"DVD диск с видеофильмом «Дело-88» (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1481;"DVD диск с видеофильмом «Очистим наш дом» (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1482;"Книга «Скины: Русь пробуждается», автор Д. Нестеров (решение Ленинского районного суда города Оренбурга от 26.07.2010 и решение Никулинского районного суда города Москвы от 24.05.2012);";
1483;"Книга «Германский национал-социализм», автор Русаков В. (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1484;"Журнал «Отвертка» № 9 за 2000 год (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1485;"Журнал «Отвертка» № 6 за 1999 год (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1486;"Журнал «Bulldog» № 6 июль 1998 год (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1487;"Копия книги «Вся правда о холокосте», автор Марк Вебер (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1488;"Копия брошюры «Катехизм Русского в России», под редакцией П.И. Кузнецова, А.Н. Сенвастьянова, Б.П. Шведова (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1489;"Копия повести «Борьба», автор Д. Честный (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1490;"Копия книги «Английская болезнь», автор Билл Буфолд (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1491;"Копия книги «Расология наука о наследственных качествах людей», автор В.Б. Авдеев и информационные материалы книги В.Б. Авдеева «Расология. Наука о наследственных качествах людей», изд. 2-е дополненное, изданное ОАО «ИПП «Правда Севера» по заказу издательства ООО «Белые альвы» (решение Ленинского районного суда города Оренбурга от 26.07.2010 и решение Орджоникидзевского районного суда города Екатеринбурга от 21.04.2011);";
1492;"Брошюра «Русь пробуждается во мраке или Вторжение 88!», автор Василий Духофф (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1493;"Брошюра «Велесова книга», перевод Б. Клесеня (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1494;"Брошюра «Записки о ритуальных убийствах», автор В.И. Даль (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1495;"Брошюра «Катехизис еврея в СССР», автор В. Степин (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1496;"Брошюра «Протоколы сионских мудрецов» (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1497;"Брошюра «Бритоголовая культура», автор СЧ. Беликов (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1498;"Брошюра «Народное ополчение на полях информационной войны», автор В. Задерей (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1499;"Журнал с названием «Под ноль, музыкальный журнал реальной альтернативы» № 4 (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1500;"Всероссийская газета русского национально-освободительного движения «Русская правда», выпуск № 25 за 2002 год (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1501;"Газета «Арка-им» выпуск № 20 июнь 7508 (2000) год (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1502;"Газета «За русское дело» выпуск № 1 (133), 2006 год (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1503;"Газета «Русский фронт» спецвыпуск № 2 (26) 2006 г. (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1504;"Газета «Знание власть!» выпуск № 5 (274) февраль 2006 г. (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1505;"Газета «Союз офицеров» выпуск № 2 (81) февраль 2006 г. (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1506;"Газета «Русская правда» выпуск № 41-42 2006 г. (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1507;"Брошюра под названием «Это должен знать русский» (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1508;"Газета «Наша сторона», № 1 (11) за 2002 г. (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1509;"Газета «Я русский» (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1510;"Газета «Эра России» (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1511;"Брошюра «субботнее безумие» (решение Ленинского районного суда города Оренбурга от 26.07.2010);";
1512;"Информационные видео и фотоматериалы, размещенные в информационно-телекоммуникационной сети «Интернет» по адресам: http://vkontakte.ru/video50777990_141480124; http://vkontakte.ru/video50777990_138161598; http://vkontakte.ru/video50777990_1381615940; http://vkontakte.ru/video50777990_138160905; http://vkontakte.ru/video50777990_137839883; http://vkontakte.ru/video50777990_137462206; http://vkontakte.ru/video50777990_136783966; http://vkontakte.ru/id90206929#/album93733856_120846310 (решение Кировского районного суда города Иркутска от 04.06.2012);";
1513;"Текст статьи «На сайте открылся раздел «Цели для атак» от 23.06.2011 года, размещенной по электронному адресу: http://blackblocg.info/tseli-dlya-atak (решение Мещанского районного суда города Москвы от 03.08.2012);";
1514;"Текст статьи «Как сжечь буржуйскую тачку и не попасться: советы начинающим от коллектива «13 негритят» от 14.02.2011 года, размещенной по электронному адресу: http://blackblocg.info/metody-i-taktiki/provedenie-aktsij (решение Мещанского районного суда города Москвы от 03.08.2012);";
1515;"Текст статьи «Городские партизаны атаковали точечную стройку в Ясенево» от 09.04.2011 года, размещенной по электронному адресу: http://blackblocg.info/protestnye-dejsviya/93-gorodskie-partizany-atakov... (решение Мещанского районного суда города Москвы от 03.08.2012);";
1516;"Текст статьи «Подрыв анархистами поста ДПС на 22 км МКАД 07.06.2011» от 07.06.2011 года, размещенной по электронному адресу: http://blackblocg.info/protestnye-dejstviya/122-podryv-anarkhistami-post... (решение Мещанского районного суда города Москвы от 03.08.2012);";
1517;"Текст статьи «Новые акции ELF в Подмосковье» от 14.06.2011 года, размещенной по электронному адресу: http://blackblocg.info/protestnye-dejstviya/125-novye-aktsii-elf-v-podmo... (решение Мещанского районного суда города Москвы от 03.08.2012);";
1518;"Текст, состоящий из 176 датированных заметок, размещенных в обратном хронологическом порядке с 06.02.2012 года по 26.04.2010 года, который начинается со слов «В ночь с 2 на 3 февраля была подожжена приемная Единой России в г. Фрязино» и оканчивается словами «Персонажи в сером с козырьками на фуражках здесь совершенно излишни», размещенный по электронному адресу: http://blackblocg.info (решение Мещанского районного суда города Москвы от 03.08.2012);";
1519;"Информационные материалы статья «Предстоящие выборы и будущая революция.», размещенная в сети Интернет на ресурсах информационного справочного портала «Город 48» бkju «Ъ» (www mygorod48 ru\peopl\user3413\blog\6087) (решение Советского районного суда города Липецка от 04.07.2012);";
1520;"Брошюра Гладкий В.Н. «Жиды» (решение Ленинского районного суда города Владивостока Приморского края от 17.05.2012);";
1521;"Интернет-ресурс (сайт): http://soprotivlenie.marsho.net/ - «Сопротивление» (решение Интинского городского суда Республики Коми от 08.08.2012);";
1522;"Видеоролик «Zlaya Rossiya.240.mp4», размещенный в социальной сети «В контакте» (http://vk.com/), информационно-телекоммуникационной сети Интернет (решение Печенгского районного суда Мурманской области от 13.08.2012);";
1523;"Аудиозапись «HorssAction.mp3», размещенная в социальной сети «В контакте» (http://vk.com/), информационно-телекоммуникационной сети Интернет (решение Печенгского районного суда Мурманской области от 13.08.2012);";
1524;"Статья «Покажи мне свой язык, и я скажу – кто ты», опубликованная в газете «Взятка» № 5 (29) от 04.05.2011 года (апелляционное определение Судебной коллегии по гражданским делам Верховного Суда Чувашской Республики от 25.07.2012);";
1525;"Материалы, размещенные на Интернет-сайте www.ns-wp.ws, в статье: Приложение № 1 «До последней капли крови» (решение Южно-Сахалинского городского суда Сахалинской области от 13.07.2012);";
1526;"Материалы, размещенные на Интернет-сайте www.ns-wp.ws, в статье: Приложение № 3 «Уволочь за собой в Ад.» (решение Южно-Сахалинского городского суда Сахалинской области от 13.07.2012);";
1527;"Материалы, размещенные на Интернет-сайте www.ns-wp.ws, в статье: Приложение № 4 «Война уже идет» (решение Южно-Сахалинского городского суда Сахалинской области от 13.07.2012);";
1528;"Материалы, размещенные на Интернет-сайте www.ns-wp.ws, в статье: Приложение № 5 «Неукротимая воля» (решение Южно-Сахалинского городского суда Сахалинской области от 13.07.2012);";
1529;"Статья «Насильники, прикрываясь ОМОНом, расстреливали безоружных казаков», опубликованная в № 2 (42) газеты «Русская жизнь» 05.12.2010 (решение Ворошиловского районного суда города Ростова-на-Дону от 21.05.2012 и апелляционное определение Судебной коллегии по гражданским делам Ростовского областного суда от 26.07.2012);";
1530;"Комментарий к видеоролику под названием: «В Башкирии курица снесла яйцо с надписью «Аллах», выложенный на интернет-адресе: http://bashtube.ru/users/user334181, и его текст (содержание) (решение Орджоникидзевского районного суда города Уфы Республики Башкортостан от 07.08.2012);";
1531;"Публикация Сергея Мельникоффа «Письмо камикадзе или почему дочь журналиста выбрала для жизни Японию» (решение Кировского районного суда города Омска от 09.08.2012);";
1532;"Видеоролик «СС Сахалин» (решения Южно-Сахалинского городского суда от 16.08.2012);";
1533;"Информационный материал «Сибирское братство. Третий крестный путь России» (решение Центрального районного суда города Новосибирска от 29.08.2008 и определение Центрального районного суда города Новосибирска от 01.10.2008);";
1534;"Газета «Казачья Русь» № 1 за октябрь 2010 года, учредителем которой является «Кубанская казачья войсковая национальная автономия» (издатель и главный редактор: Куралесин А.Д.), в тексте которой содержатся высказывания, направленные на возбуждение ненависти либо вражды, а также на унижение человеческого достоинства лиц (групп лиц) по признакам отношения к определенной национальности, высказывания, направленные на возбуждение ненависти либо вражды у лиц, принадлежащих к русской национальности, к группам лиц кавказской национальностей, а также на унижение человеческого достоинства групп лиц по признакам отношения к кавказским национальностям (армян, чеченцев, карачаевцев, черкесов) (решение Армавирского городского суда Краснодарского края от 31.07.2012);";
1535;"Сайт, расположенный по электронному адресу: http:www.rusimperia.info/news/id9045.html, на котором расположен информационный портал «Русского имперского движения» (решение Беляевского районного суда Оренбургской области от 20.08.2012);";
1536;"Книга Абу Мухаммада Асым аль-Максиди «Религия Ибрахима и призыв пророка и посланников и методы, с помощью которых тираны искажают суть Призыва и уводят с этого пути Призывающих» (решение Ленинского районного суда города Ярославля от 12.07.2012);";
1537;"Книга «Программа патриотического движения России», автор В.В. Обрежа, М., 2006, 115 л. (решение Норильского городского суда в районе Кайеркан города Норильска Красноярского края от 04.07.2012);";
1538;"Информационные материалы «Вестник воинов Христовых № 18. Сергиев Посад» (решение Люблинского районного суда города Москвы от 19.06.2012);";
1539;Фотографии с изображениями и нецензурными текстами в социальной сети «В контакте» в группе «Национал-Патриоты Читы» под ником «Александр Прохоров» информационно-телекоммуникационной сети Интернет (решение Центрального районного суда города Читы от 23.08.2012).;
1540;"Интернет-сайт http://www.shamilonline.org и информационные материалы, размещенные на нем (решения Туймазинского районного суда Республики Башкортостан от 27.04.2012, Новоуренгойского городского суда Ямало-Ненецкого автономного округа от 16.08.2012, Усть-Куломского районного суда Республики Коми от 30.08.2012, Печорского городского суда Республики Коми от 11.10.2012 и определение Туймазинского районного суда Республики Башкортостан от 17.10.2012);";
1541;"Информационный материал – листовка с текстом «Мы вернулись» (решение Первомайского районного суда города Ижевска Удмуртской Республики от 18.06.2012);";
1542;"Информационный материал – листовка с текстом «Накорми шафку асфальтом» (решение Первомайского районного суда города Ижевска Удмуртской Республики от 18.06.2012);";
1543;"Видеоролик: «русские националисты вершат правосудие. 18+» (решение Кировского районного суда города Томска от 20.09.2012);";
1544;"Видеоролик: «Слава Руси. От сердца к солнцу!» (решение Кировского районного суда города Томска от 20.09.2012);";
1545;"Видеоролик: «FORMAT 18» (решение Кировского районного суда города Томска от 20.09.2012);";
1546;"Книга «Последнее путешествие. Подарок для мусульманской девушки» (Киев, Издательство Всеукраинской Ассоциации общественных организаций «Альраид», ответственный за выпуск - Тарек Эль-Рафей) (решение Кировского районного суда города Астрахани от 29.08.2012);";
